album_type,id,name,release_date,artist_name,artist_uri
album,0LhDyJXelg31FKLW5GDcKi,Dear Evan Hansen (Original Broadway Cast Recording),2017-02-03,Various Artists,spotify:artist:0LyfQWJT6nXafLPZqxe9Of
album,3oIFxDIo2fwuk4lwCmFZCx,No.6 Collaborations Project,2019-07-12,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,5oUZ9TEZR3wOdvqzowuNwl,No.6 Collaborations Project,2019-07-12,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,3T4tUhGYeRNVUGevb0wThu,÷ (Deluxe),2017-03-03,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,0MeOIA0wwSa6nW79jy8QcZ,x (Wembley Edition),2015-11-13,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,2hyDesSAYNefikDJXlqhPE,5,2014-06-23,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition),2014-06-21,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,0Yi8StK0Si3u2bLr3Qsm2Q,x (Wembley Edition),2013,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,6NoBzYmh5gUusGPCfg0pct,x (Wembley Edition),2013,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,3hA2oZbZwHU8tSPBFIZhFr,x (Wembley Edition),2013,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,4JUtnlZKdLr01xEIymhm0G,Live at the Bedford,2011-12-09,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,3QbPtoOWiJqZurXXxJwaOD,Loose Change,2011-12-09,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,1slAnKc9Ykyght8EI9Y0dM,+,2011-09-09,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,3w0VffyaakTvUtTwjPCo7Y,+,2011-09-09,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,02pi98kE0nra0yBqCStzbC,+,2011-09-09,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,2PNtGh8cixtb0oXjbGkUnZ,+,2011-09-09,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,0W5GGnapMz0VwemQvJDqa7,+,2011-09-09,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,6DpIyaMgt5p9HlGd1c0LDM,No.5 Collaborations Project,2011-09-09,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
single,5bb2Sf8jps2DTyI2urMThV,Afterglow,2020-12-21,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
single,1imXAvLuowvPYIsFMYUPY0,South of the Border (feat. Camila Cabello & Cardi B) [Andy Jarvis Remix],2019-12-11,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
single,0Whkv3Bi9hP9ev2cFPlZR3,Antisocial (with Travis Scott) [MK Remix],2019-12-10,Ed Sheeran,spotify:artist:6eUKZXaKkcviH0Ku9w2n3V
album,74vajFwEwXJ61OW1DKSPEa,Positions (Deluxe),2021-02-19,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,3WSg3hc6uZ7AYZBvtsg2GU,Positions (Deluxe),2021-02-19,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,3euz4vS7ezKGnNSwgyvKcd,Positions,2020-10-30,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,3BSzygCIET0gzTTIs7iB3y,Positions,2020-10-30,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,5UACk85y1hNRSUtY0ss8pb,k bye for now (swt live),2019-12-23,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,3tx8gQqWbGwqIGZHqDNrGe,Sweetener,2018-08-17,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,5KOu62BJwwCJTfyyAaEbZk,Sweetener,2018-08-17,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,6sUzNE1SPNLBXBCZs3PIAO,"thank u, next",2018-02-07,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,2A1KyqHu1DmLtjXpIMNoQq,Christmas & Chill (Japan Version),2016-11-18,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,5X7x18kW3mVIvnuNeedM6b,Dangerous Woman,2016-05-20,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,1TVt7uWfV3vLiU8bEmBEWL,Dangerous Woman,2016-05-20,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,3OZgEywV4krCZ814pTJWr7,Dangerous Woman,2016-05-20,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,3pdKKSqqLVIKmRTGw0x2N7,Dangerous Woman,2016-05-20,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,3XBmc6isA4z9BgIO42H2Km,Dangerous Woman (Edited),2016-05-20,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,2ZUhCoeloo6Kd6w0HK9En6,Dangerous Woman,2016-05-20,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,0ku0TzH0npL8HjnnBSz90h,Dangerous Woman,2016-05-20,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,008gkJbe7n4eG8cifJOyKY,Dangerous Woman,2016-05-20,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,1QRP5lutJodPixU2EWfnD7,Dangerous Woman,2016-04-01,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,2LFT0OnfZzsvjcU7bNMM7W,My Everything (Italian Edition),2015-06-30,Ariana Grande,spotify:artist:66CXWjxzNUsdJxJ2JdwvnR
album,6gZ9rRJt7m8g7ZzK8U6hcq,2020 (Deluxe),2020-10-05,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,0CNCv0znPVq1m4BOIOYjl6,2020,2020-10-02,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,28d4oyzkk8kHeR9A35mkWp,The Rarities Collection,2019,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,400D8LXbvMuOzi4lVv89FM,This House Is Not For Sale,2018-02-23,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,08Pq7Aj43ljWU32CDbLsPS,This House Is Not For Sale (Deluxe),2018-02-23,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,74qSdlV98jwj4Q6KMD4GUm,This House Is Not For Sale (Deluxe),2018-02-23,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,5BBt9PG2b2QuMpWkmx8ZAj,This House Is Not For Sale (Live From The London Palladium),2016-12-16,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,7pXavvdoK23ezC22JvPq8T,Burning Bridges,2015-08-21,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,3AkIHz2xtJzBOGopjuVWxR,Burning Bridges,2015-08-21,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,0ygrVw5SYpWGQXD84CNdMW,What About Now,2013-03-08,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,4ooMZ4wOsRvvLMovozUuKQ,What About Now,2013-03-08,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,4xUcAz00F6J8afYL2TDook,What About Now,2013-01-01,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,3MaSSY4Q6cz2fuaYYsJ0c9,What About Now (Media Markt Edition Deluxe),2013-01-01,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,3Z4JaPlWaZhZTN7q8b2RaH,What About Now (Media Markt Edition),2013-01-01,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,4e1g8mm6BlwITe8FXUHeQa,What About Now,2013-01-01,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,7A7tfMDctYnuSOnC9Xn0y0,What About Now (Deluxe Version),2013-01-01,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,1RQ4QHvRTEeaIIqARjCea1,What About Now (Deluxe Version),2013-01-01,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,1B2lhYTStFTH8N1Wrp6Zcs,The Circle (International ABP's),2009-11-10,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,1MHQ9rzCilqmHfpWIAaPLi,The Circle,2009-01-01,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,06yvT0sGdxc38ZYmbsBJbh,The Circle [Tour Edition],2009-01-01,Bon Jovi,spotify:artist:58lV9VcRSjABbAbfWS6skp
album,1tsNAUQqofHrnlezRK8D5R,MTV Unplugged In New York (25th Anniversary),2019-11-01,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,4Sdfp3NL90GZoYYwLmhk0H,Live And Loud,2019-07-26,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,5A7qhg1w3J1GVoPPTChYCF,Live At The Paramount,2019-04-12,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,4B1B9LCNXJdnuLtfyEqpGX,Nevermind (Super Deluxe Edition),2011-10-24,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,2zQcM3Vv5sYz5pXVBFAmGF,Nevermind (Deluxe Edition),2011-10-11,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,4MRXGUCB89CliYc7YWICI0,Nevermind (Remastered),2011-10-11,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,01Z1nufhjxJVXVDuMRmNEM,Live at Reading,2009-01-01,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,1mPsiwnnMat4RsM4StnFE8,With The Lights Out - Box Set,2004-01-01,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,2gA2gBpKYaCqiYyJRSf5bf,With The Lights Out - Box Set,2004-01-01,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,2MONXmmZhFTSJa1iJlfwW0,With The Lights Out - Box Set,2004-01-01,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,5zBPRXCAc801vyHWoRurNZ,Nirvana,2002-10-29,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,1WIWO8C3A3bD4ePs2bt55A,Nirvana (International Version),2002-01-01,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,26paS1Rzj1L0d3Zr1WBTIj,From The Muddy Banks Of The Wishkah (Live),1996-10-01,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,1To7kv722A8SpZF789MZy7,MTV Unplugged In New York,1994-11-01,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,7wOOA7l306K8HfBKfPoafr,In Utero - 20th Anniversary Remaster,1993-09-21,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,6ohX7moZZnF1FwYrli1OJ6,In Utero - 20th Anniversary - Deluxe Edition,1993-09-21,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,14VVqBoDw1SxoNLW3Cj3mN,In Utero - 20th Anniversary Super Deluxe,1993-09-21,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,6ICrBzsbHVluGHP8wGK4Y3,Incesticide,1992-01-01,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,6yaiubHHJy8N8QcHy3julo,Nevermind,1991-09-26,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
album,2uEf3r9i2bnxwJQsxQ0xQ7,Nevermind (Deluxe Edition),1991-09-26,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh
